41-PHRS-COLLECTION-PART03,Many nurses __ __ during long periods of stress.,burn out,phrase,/bɜːn aʊt/,/bɝːn aʊt/,B2,To become extremely tired from too much work or be destroyed by fire.,Kiệt sức vì làm việc quá nhiều hoặc bị cháy rụi.,,You will burn out if you never take a break.,Bạn sẽ kiệt sức nếu không bao giờ nghỉ ngơi.,"become exhausted (kiệt sức), wear out (mệt rã rời), be consumed by fire (bị cháy rụi)","recover (phục hồi), recharge (nạp lại năng lượng)"
42-PHRS-COLLECTION-PART03,Old paper can __ __ very quickly in a fire.,burn up,phrase,/bɜːn ʌp/,/bɝːn ʌp/,B2,To be completely destroyed by fire or become very angry.,Cháy rụi hoàn toàn hoặc trở nên rất tức giận.,,The dry leaves burned up in a few minutes.,Đống lá khô cháy rụi chỉ trong vài phút.,"burn completely (cháy hết), blaze (bốc cháy), become furious (nổi giận)","cool down (nguội đi), calm down (bình tĩnh lại)"
43-PHRS-COLLECTION-PART03,We should __ __ to compare hotel prices.,call around,phrase,/kɔːl əˈraʊnd/,/kɑːl əˈraʊnd/,B1,To phone several people or places to get information.,Gọi điện cho nhiều người hoặc nhiều nơi để lấy thông tin.,,I called around to find a dentist open on Sunday.,Tôi đã gọi nhiều nơi để tìm nha sĩ mở cửa vào Chủ nhật.,"phone around (gọi nhiều nơi), ask by phone (hỏi qua điện thoại), contact several places (liên hệ nhiều nơi)","call one person (chỉ gọi một người), stay silent (giữ im lặng)"
44-PHRS-COLLECTION-PART03,Please __ __ after five if you are busy now.,call back,phrase,/kɔːl bæk/,/kɑːl bæk/,A2,To telephone someone again or return a phone call.,Gọi lại cho ai đó.,,I will call back when I finish class.,Tôi sẽ gọi lại khi học xong.,"phone back (gọi lại), ring back (gọi lại), return a call (gọi lại)","hang up (cúp máy), ignore a call (bỏ qua cuộc gọi)"
45-PHRS-COLLECTION-PART03,You should __ __ the shop and buy some milk.,call by,phrase,/kɔːl baɪ/,/kɑːl baɪ/,B1,To visit a place briefly while going somewhere else.,Ghé qua một nơi trong thời gian ngắn.,,I called by the bakery on my way home.,Tôi ghé qua tiệm bánh trên đường về nhà.,"drop by (ghé qua), stop by (tạt qua), visit briefly (ghé thăm ngắn)","avoid (tránh), pass by (đi ngang qua)"
46-PHRS-COLLECTION-PART03,A difficult situation may __ __ quick decisions.,call for,phrase,/kɔːl fɔːr/,/kɑːl fɔːr/,B2,To require something or publicly demand that something happen.,"Đòi hỏi, yêu cầu hoặc kêu gọi điều gì xảy ra.",,This recipe calls for two cups of flour.,Công thức này cần hai cốc bột mì.,"require (đòi hỏi), demand (yêu cầu), need (cần)","reject (bác bỏ), make unnecessary (làm không cần thiết)"
47-PHRS-COLLECTION-PART03,The school may __ __ an expert to train teachers.,call in,phrase,/kɔːl ɪn/,/kɑːl ɪn/,B1,To ask someone to come and help or deal with a problem.,Gọi ai đó đến để hỗ trợ hoặc xử lý vấn đề.,,We had to call in a plumber to fix the leak.,Chúng tôi phải gọi thợ sửa ống nước đến để sửa chỗ rò rỉ.,"summon (triệu đến), bring in (mời đến hỗ trợ), request help from (yêu cầu trợ giúp từ)","send away (đuổi đi), handle alone (tự xử lý)"
48-PHRS-COLLECTION-PART03,The match was __ __ because the field was flooded.,call off,phrase,/kɔːl ɒf/,/kɑːl ɑːf/,B1,To cancel an event or stop something from happening.,Hủy bỏ một sự kiện hoặc dừng điều gì xảy ra.,,They called off the picnic because of heavy rain.,Họ đã hủy buổi dã ngoại vì mưa lớn.,"cancel (hủy), stop (dừng), abandon (bỏ kế hoạch)","continue (tiếp tục), arrange (sắp xếp)"
49-PHRS-COLLECTION-PART03,The mayor will __ __ residents to save water.,call on,phrase,/kɔːl ɒn/,/kɑːl ɑːn/,B2,To ask someone to do something or visit someone briefly.,Kêu gọi ai làm gì hoặc ghé thăm ai.,,The teacher called on me to answer the question.,Giáo viên gọi tôi trả lời câu hỏi.,"ask (yêu cầu), invite to speak (mời phát biểu), visit (ghé thăm)","ignore (phớt lờ), pass over (bỏ qua)"
50-PHRS-COLLECTION-PART03,It is brave to __ __ unfair behaviour at work.,call out,phrase,/kɔːl aʊt/,/kɑːl aʊt/,B2,To shout something or criticize someone publicly.,Gọi to hoặc công khai chỉ trích ai đó.,,She called out his name across the street.,Cô ấy gọi to tên anh ấy bên kia đường.,"shout (gọi to), criticize publicly (chỉ trích công khai), challenge (chất vấn)","whisper (thì thầm), praise (khen ngợi)"
51-PHRS-COLLECTION-PART03,She decided to __ __ an old friend after work.,call up,phrase,/kɔːl ʌp/,/kɑːl ʌp/,B1,To phone someone or officially order someone to serve.,Gọi điện cho ai hoặc triệu tập ai phục vụ.,,I called up my cousin to ask about the party.,Tôi gọi điện cho anh họ để hỏi về bữa tiệc.,"phone (gọi điện), summon (triệu tập), contact (liên hệ)","dismiss (cho về), hang up (cúp máy)"
52-PHRS-COLLECTION-PART03,Leaders must __ __ citizens to protect public spaces.,call upon,phrase,/kɔːl əˈpɒn/,/kɑːl əˈpɑːn/,C1,To formally ask someone to do something.,Trang trọng kêu gọi hoặc yêu cầu ai làm gì.,,The charity called upon people to donate warm clothes.,Tổ chức từ thiện kêu gọi mọi người quyên góp quần áo ấm.,"urge (thúc giục), appeal to (kêu gọi), request formally (yêu cầu trang trọng)","discourage (can ngăn), forbid (cấm)"
53-PHRS-COLLECTION-PART03,Please __ __ before you explain what happened.,calm down,phrase,/kɑːm daʊn/,/kɑːm daʊn/,A2,"To become less angry, upset, or excited.","Bình tĩnh lại, bớt giận hoặc bớt kích động.",,Take a deep breath and calm down.,Hãy hít thở sâu và bình tĩnh lại.,"relax (thư giãn), settle down (bình tĩnh lại), cool down (nguôi giận)","panic (hoảng loạn), get angry (nổi giận)"
54-PHRS-COLLECTION-PART03,Good friends __ __ each other’s feelings.,care about,phrase,/keər əˈbaʊt/,/ker əˈbaʊt/,A2,To think someone or something is important.,"Quan tâm hoặc coi ai, điều gì là quan trọng.",,She cares about the environment and recycles daily.,Cô ấy quan tâm đến môi trường và tái chế hằng ngày.,"value (coi trọng), be concerned about (quan tâm đến), mind (bận tâm)","ignore (phớt lờ), neglect (bỏ mặc)"
55-PHRS-COLLECTION-PART03,Volunteers __ __ elderly people in the community.,care for,phrase,/keə fɔːr/,/ker fɔːr/,B1,"To look after someone or like something, often in a gentle way.",Chăm sóc ai đó hoặc thích điều gì.,,He cares for his grandmother every weekend.,Anh ấy chăm sóc bà của mình mỗi cuối tuần.,"look after (chăm sóc), take care of (chăm nom), like (thích)","neglect (bỏ bê), dislike (không thích)"
56-PHRS-COLLECTION-PART03,"Even when it gets hard, you should __ __ studying.",carry on,phrase,/ˈkær.i ɒn/,/ˈker.i ɑːn/,B1,To continue doing something.,Tiếp tục làm điều gì.,,Please carry on with your work after lunch.,Hãy tiếp tục công việc của bạn sau bữa trưa.,"continue (tiếp tục), keep going (tiếp tục), proceed (tiến hành)","stop (dừng), give up (bỏ cuộc)"
57-PHRS-COLLECTION-PART03,Researchers will __ __ interviews with local families.,carry out,phrase,/ˈkær.i aʊt/,/ˈker.i aʊt/,B1,"To do or complete a task, plan, or instruction.","Thực hiện hoặc hoàn thành nhiệm vụ, kế hoạch hay chỉ dẫn.",,The team carried out the survey in two weeks.,Nhóm đã thực hiện khảo sát trong hai tuần.,"perform (thực hiện), conduct (tiến hành), complete (hoàn thành)","abandon (bỏ dở), neglect (bỏ bê)"
58-PHRS-COLLECTION-PART03,We need to __ __ of the hotel before noon.,check out,phrase,/tʃek aʊt/,/tʃek aʊt/,A2,"To examine something, pay and leave a hotel, or look at something interesting.","Kiểm tra, trả phòng hoặc xem thử điều gì thú vị.",,You should check out the new bookstore downtown.,Bạn nên ghé xem tiệm sách mới ở trung tâm.,"inspect (kiểm tra), look at (xem), leave a hotel (trả phòng)","check in (nhận phòng), ignore (bỏ qua)"
59-PHRS-COLLECTION-PART03,The doctor will __ __ __ the patient tomorrow.,check up on,phrase,/tʃek ʌp ɒn/,/tʃek ʌp ɑːn/,B2,"To make sure someone or something is safe, healthy, or progressing well.","Kiểm tra tình hình, sức khỏe hoặc tiến độ của ai hay điều gì.",,I called to check up on my sister after her exam.,Tôi đã gọi để hỏi thăm tình hình em gái sau kỳ thi.,"monitor (theo dõi), look in on (ghé kiểm tra), make sure (đảm bảo)","neglect (bỏ mặc), overlook (bỏ sót)"
60-PHRS-COLLECTION-PART03,This song can __ __ anyone after a long day.,cheer up,phrase,/tʃɪər ʌp/,/tʃɪr ʌp/,A2,To become happier or make someone feel happier.,Vui lên hoặc làm ai đó vui hơn.,,A funny movie always cheers me up.,Một bộ phim hài luôn làm tôi vui lên.,"brighten up (vui lên), encourage (khích lệ), lift spirits (nâng tinh thần)","upset (làm buồn), discourage (làm nản lòng)"
